pt_japanese,pt_english,comparator,a_dato_cases,b_dato_without_pt,c_comparator_cases,d_comparator_without_pt,n_dato,n_comparator,ror,ror_ci_lower,ror_ci_upper,prr,chi2_yates,ic,ic025,expected_count,ebgm,eb05,ror_signal,prr_signal,bcpnn_signal,mgps_signal,consensus_signal
嘔吐,Vomiting,full_jader_excluding_dato,2,48,8637,1028474,50,1037111,4.96157037551619,1.2056943263814324,20.417430896504026,4.803107560495543,2.8427937962303376,1.447763133074793,-2.0051821017128835,0.4164734308366782,3.7647301740929544,0.8945604024213105,False,False,False,False,False
悪心,Nausea,full_jader_excluding_dato,2,48,10752,1026359,50,1037111,3.9773956783234126,0.9665632702096959,16.366933101558555,3.8582998511904765,1.877985608617438,1.2955749583775917,-2.0284845977631045,0.5184344571382842,3.024480952672729,0.7186652888849777,False,False,False,False,False
顎骨壊死,Osteonecrosis of jaw,full_jader_excluding_dato,1,49,5981,1031130,50,1037111,3.5183864550668953,0.48575075530763406,25.48435203020598,3.4680187259655577,0.1561932803318333,0.9279932233226752,-3.0055202510020638,0.28838338502893957,2.083653053405888,0.20536760649291647,False,False,False,False,False
多形紅斑,Erythema multiforme,full_jader_excluding_dato,1,49,7822,1029289,50,1037111,2.685489383684949,0.37077458923427875,19.450775320872015,2.6517795960112505,0.04033354279863729,0.7740912364321495,-3.0267404715572264,0.37713527600825714,1.593452745765495,0.15705281448968728,False,False,False,False,False
骨髄抑制,Bone marrow suppression,full_jader_excluding_dato,1,49,8376,1028735,50,1037111,2.506517650039959,0.346067528959937,18.154349091472135,2.4763872970391594,0.02308310403111959,0.7308187240395295,-3.034411719080041,0.4038427977912783,1.4881021733019566,0.14666932244232822,False,False,False,False,False
呼吸困難,Dyspnoea,full_jader_excluding_dato,1,49,8779,1028332,50,1037111,2.390519119140993,0.330053707199103,17.31409626473712,2.362708736758173,0.014028644171066753,0.7001366849847019,-3.0402921850183042,0.4232708325901186,1.4198171577772982,0.13993906081133922,False,False,False,False,False
倦怠感,Malaise,full_jader_excluding_dato,1,49,9908,1027203,50,1037111,2.115797994611652,0.29212724489822517,15.324148062815231,2.0934820347194187,0.001051269708036586,0.6175013175291858,-3.057916938940756,0.47769825514071584,1.2580865968228194,0.12399868237564578,False,False,False,False,False
好中球数減少,Neutrophil count decreased,full_jader_excluding_dato,2,48,20082,1017029,50,1037111,2.1101587657271854,0.5128284356896158,8.682767387084347,2.065752415098098,0.29785389152308545,0.7678599573900972,-2.1722455191659966,0.9682199774191278,1.6196283740764401,0.3848497350639132,False,False,False,False,False
急性腎障害,Acute kidney injury,full_jader_excluding_dato,1,49,11631,1025480,50,1037111,1.799343415467812,0.2484381114004534,13.031964816254284,1.783356547158456,0.0,0.4998621264211594,-3.0873798049808436,0.5607615403972961,1.0717696119224829,0.10563503341047163,False,False,False,False,False
下痢,Diarrhoea,full_jader_excluding_dato,1,49,14343,1022768,50,1037111,1.4552615440654404,0.20093336683874471,10.539743572481513,1.4461563131841315,0.0,0.332179850166246,-3.137863011814834,0.6915030549741072,0.869165294231686,0.08566608333921222,False,False,False,False,False
白血球数減少,White blood cell count decreased,full_jader_excluding_dato,1,49,14985,1022126,50,1037111,1.3920396587063253,0.19220464314264363,10.081829344638225,1.3841988655321988,0.0,0.295183588588688,-3.1502913717079633,0.7224529267876444,0.831936187530386,0.08199673324149899,False,False,False,False,False
アナフィラキシー反応,Anaphylactic reaction,full_jader_excluding_dato,1,49,15025,1022086,50,1037111,1.3882793982817754,0.19168548154449336,10.05459397427679,1.3805138103161396,0.0,0.2929096229322328,-3.1510700957697613,0.7243812677106062,0.8297218809764952,0.08177848825283794,False,False,False,False,False
貧血,Anaemia,full_jader_excluding_dato,1,49,16133,1020978,50,1037111,1.2915319974143504,0.17832795813641747,9.353860817881804,1.2857013574660634,0.0,0.23130462072062863,-3.172811483669184,0.7777963112766485,0.7727492725247074,0.07616319245573933,False,False,False,False,False
肝機能異常,Hepatic function abnormal,full_jader_excluding_dato,1,49,22581,1014530,50,1037111,0.9169077488840627,0.1266039816658717,6.640548021486673,0.9185695939063815,0.0,-0.08283415426532065,-3.3020904725252413,1.0886448680580931,0.5521239290544636,0.05441806619966705,False,False,False,False,False
発熱,Pyrexia,full_jader_excluding_dato,1,49,23455,1013656,50,1037111,0.8819806925114961,0.12178154915559543,6.387584550835196,0.8843410786612663,0.0,-0.12059888705243763,-3.319594350515344,1.130779117224809,0.5315531885617985,0.052390586753479886,False,False,False,False,False
