pt,a,b,c,d,n_pt_total,ror,ror_ci_lower,ror_ci_upper,ror_signal,prr,chi2,prr_signal,ic,ic025,expected_count,bcpnn_signal,ebgm,eb05,mgps_signal,consensus_signal,strict_signal,signal_category
Ascites,2,414,2262,1807457,2264,3.8601575280735703,0.9615807092550516,15.49616792238574,False,3.846406770727063,1.8474194263139765,False,1.2929262782246913,-2.0289664356844144,0.5203059440317988,False,3.0201415038524817,0.7206041862647323,False,False,False,Clinical AE
Pneumocystis jirovecii pneumonia,1,415,1170,1808549,1171,3.724743074863557,0.5229867703675316,26.52784307334239,False,3.7181932117028276,0.19825761679451703,False,0.9636896913356799,-3.0019882057827183,0.26911583942634115,False,2.248717175071654,0.22499310448355028,False,False,False,Clinical AE
Hepatic function abnormal,3,413,3660,1806059,3663,3.5844460762910333,1.1507707883169198,11.16491120932052,True,3.5658082440100887,3.2735845942608193,False,1.3831636778886436,-1.4879723427913771,0.8418200852422609,False,3.043295787026467,1.000704965573578,False,False,False,Clinical AE
Polyneuropathy,1,415,1223,1808496,1224,3.5632229654513394,0.5003260541951351,25.376567530436816,False,3.557061371784389,0.17019338418029692,False,0.9410210971926014,-3.0041693521104884,0.2812961464200184,False,2.1519980224046464,0.21531596826437457,False,False,False,Clinical AE
Product prescribing issue,5,411,6253,1803466,6258,3.5087119253318018,1.4521500496684396,8.47781493226303,True,3.478559137767718,6.542456692266262,True,1.5047175248830726,-0.8573062792265802,1.4381954937062704,False,3.167017276370277,1.3905610195467195,False,False,False,Administrative/case-context
Pneumonia bacterial,1,415,1253,1808466,1254,3.477852671660304,0.4883482317960087,24.768102796832064,False,3.4718962950457364,0.1558156593726134,False,0.9283459422020288,-3.005482744292549,0.2881906598126659,False,2.100851238295521,0.21019852892223256,False,False,False,Clinical AE
Cerebral haemorrhage,2,414,2522,1807197,2524,3.461705110965532,0.8623789320119403,13.895750267608545,False,3.4498699902397365,1.4613512563209234,False,1.210818780978843,-2.045163576626156,0.5800583934347439,False,2.710046796804583,0.6466157510367098,False,False,False,Clinical AE
Bacteraemia,1,415,1269,1808450,1270,3.4339722958025956,0.48219144621142296,24.455360668445632,False,3.428121400860763,0.14855845387803943,False,0.921631119827673,-3.006205659482677,0.2918677336220779,False,2.074554610221357,0.20756744660852766,False,False,False,Clinical AE
Paraesthesia oral,1,415,1307,1808412,1308,3.3340621860049224,0.4681727656184198,23.743309044182855,False,3.3284514595962573,0.13239468111598493,False,0.905807567247391,-3.007983223452453,0.3006007839194314,False,2.014662357434016,0.20157498831340745,False,False,False,Clinical AE
Glossodynia,2,414,2621,1807098,2623,3.330767656995615,0.8297770083559107,13.369872957638727,False,3.3195620432600594,1.3375730539080244,False,1.180743464098502,-2.0516997091385702,0.6028102876304806,False,2.6080820243732576,0.6222870095615778,False,False,False,Clinical AE
Hypertransaminasaemia,1,415,1317,1808402,1318,3.3087283073066756,0.4646179948697209,23.562761521198148,False,3.303178479644881,0.1283796634731668,False,0.9016721598216765,-3.008464855479304,0.30289895505031394,False,1.9994716697185235,0.20005509954027176,False,False,False,Clinical AE
Alopecia,11,405,14848,1794871,14859,3.2832423704235847,1.8034109448286075,5.977384408060781,True,3.2228681731287305,14.825365419866426,True,1.5546040101009015,-0.09999848790234167,3.4148524833783114,False,3.0893846413569643,1.816869384518035,False,False,False,Clinical AE
Dysarthria,2,414,2680,1807039,2682,3.2573347032951188,0.811492454692684,13.074957515543188,False,3.2464821326061997,1.2689486049866028,False,1.1631134837614046,-2.0556793360030383,0.6163694973026874,False,2.550884017731471,0.6086395950349759,False,False,False,Clinical AE
Faeces soft,1,415,1340,1808379,1341,3.251895342564287,0.4566432236791343,23.15773621645117,False,3.2464821326061997,0.11950244875311158,False,0.8922054690966525,-3.0095939438630293,0.3081847486513437,False,1.9653876180160015,0.19664485449436736,False,False,False,Clinical AE
Melaena,1,415,1374,1808345,1375,3.1713666894652848,0.44534313784707724,22.583859106196865,False,3.1661470580002242,0.10724754518202076,False,0.8783240415092302,-3.011316178081393,0.3159985304963442,False,1.9170787355122523,0.19181135850423547,False,False,False,Clinical AE
Nervousness,2,414,2754,1806965,2756,3.1696802893639116,0.7896662503478856,12.722935964853463,False,3.1592491341265854,1.1878495463526657,False,1.1413015832863853,-2.060753336276476,0.6333759636712178,False,2.4825958620907453,0.5923460767464342,False,False,False,Clinical AE
Skin irritation,2,414,2843,1806876,2845,3.0703023444310205,0.7649201209209556,12.323844318370018,False,3.0603489677751026,1.0970688240606419,False,1.1154978069825037,-2.0669691391277407,0.6538296867360722,False,2.4051574447385327,0.5738693107900911,False,False,False,Clinical AE
Post procedural complication,1,415,1472,1808247,1473,2.9600690806705083,0.41569111459851443,21.078172360754284,False,2.955357376149666,0.07710853875093268,False,0.8390443555437807,-3.016615478893446,0.3385206075789927,False,1.7902440126519017,0.17912103961086387,False,False,False,Clinical AE
Pharyngeal swelling,1,415,1575,1808144,1576,2.766332377127558,0.3885009941059517,19.69774836317972,False,2.762086385836386,0.0524916028591586,False,0.7988818038056839,-3.0226776480841715,0.3621917702270825,False,1.6738511879196802,0.1674754741896464,False,False,False,Clinical AE
Underdose,4,412,6426,1803293,6430,2.7245096528363235,1.0173875355244089,7.296091793155466,True,2.7079278292513584,2.7780034336346824,False,1.1860838685706618,-1.226335066610724,1.4777240371574496,False,2.408253764303076,0.943733233621637,False,False,False,Administrative/case-context
Acute myocardial infarction,1,415,1639,1808080,1640,2.6582179848129552,0.3733265720938187,18.92745757461727,False,2.6542318838879244,0.04025157738496318,False,0.7744781580393956,-3.0266751931056675,0.37690006546473054,False,1.608857050316257,0.16097255201040023,False,False,False,Clinical AE
Eating disorder,1,415,1667,1808052,1668,2.6135283786616172,0.36705393637378975,18.609065069700673,False,2.6096497046744496,0.035547033954560714,False,0.7639300101332789,-3.028475906174889,0.38333494463120155,False,1.5819827514819718,0.15828367143770136,False,False,False,Clinical AE
Leukocytosis,1,415,1667,1808052,1668,2.6135283786616172,0.36705393637378975,18.609065069700673,False,2.6096497046744496,0.035547033954560714,False,0.7639300101332789,-3.028475906174889,0.38333494463120155,False,1.5819827514819718,0.15828367143770136,False,False,False,Clinical AE
Disability,1,415,1704,1808015,1705,2.556726907630522,0.35908109699722457,18.204390414493076,False,2.5529847756410255,0.029891680029344333,False,0.7501086357345446,-3.030901554021844,0.3918381778154668,False,1.5478176148704077,0.15486531352388525,False,False,False,Clinical AE
Pain of skin,1,415,1746,1807973,1747,2.4951669219834667,0.3504401074874433,17.765825987208178,False,2.4915727707286988,0.024199152644288804,False,0.7345783126370505,-3.0337162229589496,0.4014904965651733,False,1.5107810655266112,0.15115965933642458,False,False,False,Clinical AE
Ocular discomfort,1,415,1762,1807957,1763,2.4724874526482776,0.3472565985964565,17.604256415029997,False,2.4689478193486423,0.02222296945080031,False,0.7287056978108944,-3.0348050231070167,0.40516757037458534,False,1.4971339121524199,0.14979420731824244,False,False,False,Clinical AE
Weight decreased,13,403,24544,1785175,24557,2.346247161122093,1.3503570373214642,4.076607585200444,True,2.3041769373370276,8.446255002045625,True,1.1357987890156849,-0.24034033914853503,5.643618846108163,False,2.2238933523496303,1.3691233407398276,False,False,False,Clinical AE
Wound infection,1,415,1859,1807860,1860,2.3433508104499765,0.3291291173052023,16.684312423639113,False,2.3401216017710103,0.012325601782626355,False,0.6936057977761912,-3.041590688393383,0.4274598303441456,False,1.4194022795738412,0.1420168480645729,False,False,False,Clinical AE
Pulmonary embolism,3,413,5593,1804126,5596,2.3431130836755907,0.7523663484624878,7.297214892866077,False,2.333427172014469,1.149691562361503,False,0.9705771503753037,-1.629671542293126,1.2860565648418487,False,1.993611609213026,0.6555449014418315,False,False,False,Clinical AE
Hypocalcaemia,1,415,1879,1807840,1880,2.318382631109857,0.32562410238333767,16.506450182561483,False,2.3152134420927664,0.01069820492053576,False,0.6864736906239215,-3.043027396368919,0.4320561726059106,False,1.4043682155825001,0.14051263011848622,False,False,False,Clinical AE
Cytopenia,1,415,1893,1807826,1894,2.3012188214028857,0.32321463643191195,16.38418396654031,False,2.2980908915437444,0.009637288848969153,False,0.6815021116747884,-3.044040384015376,0.4352736121891461,False,1.3940324696425728,0.13947849759530512,False,False,False,Clinical AE
Photophobia,1,415,1954,1807765,1955,2.2293041151299158,0.3131190047923739,15.871910556916214,False,2.2263490571608537,0.005730402776535701,False,0.6600379773320058,-3.0485218403416203,0.4492924560875294,False,1.3507185489462918,0.13514476741667564,False,False,False,Clinical AE
Encephalopathy,1,415,1963,1807756,1964,2.219072111164986,0.3116825747105728,15.799025784880325,False,2.216141649359301,0.005248317542975387,False,0.656897998762227,-3.049192085038292,0.45136081010532364,False,1.3445547880165742,0.13452805860053585,False,False,False,Clinical AE
Acute respiratory failure,1,415,1973,1807746,1974,2.2078127003706665,0.31010190347221434,15.718822958965719,False,2.204909304456314,0.004739967117526605,False,0.6534171302514259,-3.049939451217214,0.4536589812362061,False,1.3377718093340356,0.13384939458340284,False,False,False,Clinical AE
Inflammation,3,413,5981,1803738,5984,2.190639203320604,0.7034212531202013,6.822227929335949,False,2.1820528629120424,0.9231978730231932,False,0.9002907481924294,-1.6586968102357056,1.37522560472009,False,1.86452461761763,0.6130981586601566,False,False,False,Clinical AE
Hyponatraemia,2,414,4177,1805542,4179,2.088203284839106,0.5203255441106907,8.380509102749699,False,2.08297153827738,0.30393699559259907,False,0.7755588747094199,-2.1694979798117053,0.9604057155957981,False,1.6389071985874402,0.391042402051371,False,False,False,Clinical AE
Hepatic failure,1,415,2110,1807609,2111,2.0643053731513734,0.28995468723960277,14.696629718905973,False,2.0617469467736056,0.0004555584642383873,False,0.6065560834583843,-3.060443931253742,0.48514392572929643,False,1.2512907967376332,0.12519662503165802,False,False,False,Clinical AE
Swollen tongue,1,415,2121,1807598,2122,2.0535869077441307,0.2884498531718048,14.620285437088661,False,2.0510542469082074,0.00031208493502643287,False,0.6028587103677869,-3.0613076243206834,0.4876719139732672,False,1.2448294847664196,0.12455014504940162,False,False,False,Clinical AE
Therapy cessation,2,414,4323,1805396,4325,2.017515569457156,0.5027176360069102,8.096730214863761,False,2.01262366768092,0.2583102511092373,False,0.742787525713444,-2.181318167689966,0.9939590141066826,False,1.5836875492395792,0.37786702254237076,False,False,False,Clinical AE
Throat irritation,2,414,4410,1805309,4412,1.9776189380744247,0.4927794381389634,7.936566263805273,False,1.9729188470259897,0.23361360807880735,False,0.7236075785967814,-2.188386864003863,1.0139531029453603,False,1.5525171697019111,0.3704297862560403,False,False,False,Clinical AE
Pleural effusion,2,414,4430,1805289,4432,1.9686688258579514,0.49054995985847055,7.9006365570248915,False,1.9640117641951729,0.22818428556101897,False,0.7192342102912747,-2.1900141312946166,1.0185494452071255,False,1.545524240167133,0.36876127691944555,False,False,False,Clinical AE
Neutrophil count decreased,2,414,4490,1805229,4492,1.9422968916432652,0.4839806586589625,7.794768546619541,False,1.9377666181257496,0.21243206616740964,False,0.7061930914036268,-2.194900521795656,1.0323384719924205,False,1.5249183872278986,0.36384473116467647,False,False,False,Clinical AE
Conjunctivitis,1,415,2256,1807463,2257,1.9305551995214902,0.27117612445807443,13.743995294009322,False,1.9283182879841791,0.0,False,0.558237181303051,-3.0721287348229214,0.5186972242401809,False,1.1706424822453876,0.1171274401425455,False,False,False,Clinical AE
Infusion site pain,1,415,2261,1807458,2262,1.9262806200476386,0.2705759536811687,13.713550582338238,False,1.924053983941755,0.0,False,0.5566107453749378,-3.072536949378896,0.5198463098056222,False,1.1680642565762027,0.11686947840160285,False,False,False,Clinical AE
Musculoskeletal pain,1,415,2285,1807434,2286,1.9060230418391289,0.26773168011772086,13.569271422882416,False,1.9038451018347082,0.0,False,0.5488292751089581,-3.0745033307814644,0.5253619205197403,False,1.155845203256662,0.11564691347850359,False,False,False,Clinical AE
Rhinorrhoea,3,413,7040,1802679,7043,1.8600171279991196,0.5972828472634768,5.7923373026715215,False,1.8538150814029721,0.481944511429692,False,0.7242423825777452,-1.7371793938648947,1.618601927480547,False,1.5844987995717772,0.5210192921228072,False,False,False,Clinical AE
Deafness,1,415,2419,1807300,2420,1.800305811920688,0.25288798948730273,12.816350128000602,False,1.798381999872802,0.0,False,0.5061376253037034,-3.0856814485422555,0.5561574136735657,False,1.0920612574346185,0.10926507580420608,False,False,False,Clinical AE
Dehydration,4,412,9972,1799747,9976,1.752233438092679,0.6543903545583476,4.69188153551296,False,1.745000424264865,0.6394749192501464,False,0.68828737626527,-1.465776210188721,2.292655520168385,False,1.5529397134107317,0.6085574697651044,False,False,False,Clinical AE
Lip swelling,1,415,2536,1807183,2537,1.717136368819125,0.24120972454097098,12.224039950016602,False,1.7154124833171562,0.0,False,0.4698679599840926,-3.0956907981927833,0.583046015904891,False,1.0418613740957543,0.1042423776533089,False,False,False,Clinical AE
Cardiac failure congestive,1,415,2570,1807149,2571,1.6943875111340303,0.23801536020622377,12.062032615876118,False,1.692718310386112,0.0,False,0.45949680885676414,-3.098638574454162,0.5908597977498916,False,1.0281274164594314,0.10286824052317231,False,False,False,Clinical AE
Death,25,391,67797,1741922,67822,1.6427878365786353,1.0963473899991325,2.4615846223821887,True,1.6041587598611695,5.296792540412087,False,0.6646327669959292,-0.23570326375309059,15.586656243871314,False,1.575091938742406,1.1178263205073706,False,False,False,Clinical AE
Hyperglycaemia,1,415,2660,1807059,2661,1.6369770812573603,0.2299537189781482,11.653188200085209,False,1.6354458863504917,0.0,False,0.4323983020686319,-3.106518880022539,0.6115433379278341,False,0.9934616763326645,0.09939979523498584,False,False,False,Clinical AE
Blister,2,414,5639,1804080,5641,1.5455510407591027,0.3851438668169109,6.202170735142708,False,1.5429281992169916,0.03208333672646317,False,0.4768208048806645,-2.2889204882219336,1.2963983349308201,False,1.21476540091201,0.2898423905337342,False,False,False,Clinical AE
Respiratory failure,2,414,5649,1804070,5651,1.5428065161376945,0.3844601113516552,6.191154494203895,False,1.540196869425494,0.03130781100455409,False,0.47497631359912157,-2.2897366738011313,1.2986965060617026,False,1.2126188872071522,0.2893302334842641,False,False,False,Clinical AE
Therapeutic response unexpected,1,415,2840,1806879,2841,1.5330722891566264,0.21536275553423875,10.913264171187123,False,1.5317908653846155,0.0,False,0.3796820815030879,-3.1225787858849063,0.6529104182837192,False,0.9307001744653961,0.09312025714824672,False,False,False,Administrative/case-context
Cough,10,406,28818,1780901,28828,1.5221235564663165,0.8126989081114092,2.8508222393625515,False,1.509572509435876,1.2679442346062035,False,0.5593934452171241,-0.8130834554518886,6.6251677361080805,False,1.441975139150679,0.8244289051907008,False,False,False,Clinical AE
Ocular hyperaemia,2,414,5749,1803970,5751,1.5158864007435024,0.3777533533862985,6.083100412901425,False,1.513406177663005,0.024141534954085938,False,0.4566599519947706,-2.2978921213562176,1.3216782173705277,False,1.1915637281552365,0.28430648352555316,False,False,False,Clinical AE
Emotional disorder,1,415,2891,1806828,2892,1.5059849220472343,0.21155886550026895,10.720376005375826,False,1.504768612138467,0.0,False,0.3650894620610293,-3.1271927857400215,0.66463109105122,False,0.9143340898456249,0.09148276523611887,False,False,False,Clinical AE
Nausea,23,393,68027,1741692,68050,1.498391579365041,0.9839749834737792,2.2817422829041787,False,1.4708362756982238,3.128231487285817,False,0.542104691324913,-0.37204912813109825,15.639054545655435,False,1.4419554130117125,1.0077584090452523,False,False,False,Clinical AE
Oropharyngeal pain,3,413,8829,1800890,8832,1.4816542557173875,0.47580730867720483,4.6138411357921605,False,1.4781807875271178,0.10950902363755241,False,0.4683631011228523,-1.8651363382483872,2.029744742795427,False,1.2638439649873991,0.41558067962524026,False,False,False,Clinical AE
Feeding disorder,1,415,2985,1806734,2986,1.4584843898205888,0.2048882346766455,10.382132086341828,False,1.45738226388352,0.0,False,0.3385739945135617,-3.135761298890512,0.6862338996815155,False,0.885629922327694,0.08861079901774845,False,False,False,Clinical AE
Sepsis,3,413,9121,1800598,9124,1.4339879792077086,0.4605029425177225,4.465381943641044,False,1.430858258203807,0.07792148496565814,False,0.4305914946593966,-1.8853407353634997,2.0968513398171957,False,1.22343305782161,0.40229265299420075,False,False,False,Clinical AE
Skin disorder,1,415,3152,1806567,3153,1.3810829612867714,0.19401823375314872,9.830983970215032,False,1.3801668964759861,0.0,False,0.29263617612040904,-3.151163853180565,0.7246133575672533,False,0.8388445440339606,0.08392973568820414,False,False,False,Clinical AE
Chest discomfort,3,413,9582,1800137,9585,1.3646478490996283,0.43823934671839787,4.249421614004203,False,1.3620181771109292,0.04032156786036983,False,0.37290174770657913,-1.9168249967108166,2.2027970289508794,False,1.1646414345120666,0.38296062827586874,False,False,False,Clinical AE
Product distribution issue,1,415,3208,1806511,3209,1.3569322176486494,0.1906265057947222,9.65901901006182,False,1.356074207510071,0.0,False,0.2775536593860648,-3.15637338666797,0.7374831159001953,False,0.8242434656394467,0.08246883967459821,False,False,False,Administrative/case-context
Cataract,2,414,6449,1803270,6451,1.350821720477953,0.3366286237746633,5.4205708951728075,False,1.3491350775910398,0.00020616835513171183,False,0.3345707006496952,-2.3545549215389174,1.482550196532303,False,1.0624318891958673,0.25349569415840373,False,False,False,Clinical AE
Hypoxia,1,415,3300,1806419,3301,1.319035414384812,0.185304208514504,9.389179222365758,False,1.3182685023310023,0.0,False,0.2531125172341301,-3.1649737279424768,0.7586262903043143,False,0.8013287755823023,0.08017613372144916,False,False,False,Clinical AE
Lactic acidosis,1,415,3314,1806405,3315,1.3134529669674473,0.18452019160302421,9.349430441450483,False,1.312699474258391,0.0,False,0.24942924656223814,-3.166286679353368,0.7618437298875498,False,0.7979529812129564,0.07983837205729814,False,False,False,Clinical AE
Renal failure,2,414,6774,1802945,6776,1.2857808129691675,0.32042353947013336,5.159521993089246,False,1.2844068667529696,0.0,False,0.2812174529643044,-2.380543393203757,1.5572407582859842,False,1.011535997810865,0.24135196104228177,False,False,False,Clinical AE
Eye pain,2,414,6796,1802923,6798,1.2816028468010452,0.31938257867157266,5.142753445602192,False,1.2802489869606557,0.0,False,0.2776761642246126,-2.3822941706730347,1.5622967347739256,False,1.0082663856823333,0.24057183329519558,False,False,False,Clinical AE
Mental disorder,1,415,3535,1806184,3536,1.2311882892247916,0.1729664472631903,8.763691614812153,False,1.2306325481449245,0.0,False,0.19249854946893555,-3.187136676035007,0.8126333118800532,False,0.7481969837419907,0.07486008645439143,False,False,False,Clinical AE
Malaise,9,407,32322,1777397,32331,1.2160020779846286,0.6281096473963431,2.3541447895161616,False,1.2113289561051535,0.1568616290489445,False,0.26056715436797884,-1.099554226537334,7.430217083256221,False,1.151296834736888,0.6367796498458062,False,False,False,Clinical AE
Oedema peripheral,2,414,7230,1802489,7232,1.2043812349242622,0.30014218700690515,4.8328233145189925,False,1.2033986328332802,0.0,False,0.20953664059552357,-2.416597365632292,1.6620373618542263,False,0.9478281805286719,0.22615130909508765,False,False,False,Clinical AE
Pyrexia,8,408,29369,1780350,29377,1.1886282654980342,0.590361323911213,2.393173631667897,False,1.1850007988538411,0.08440893671150221,False,0.22921575189403012,-1.2002403051254984,6.75133733119353,False,1.1190504607769867,0.5948749621063432,False,False,False,Clinical AE
Dry skin,4,412,14665,1795054,14669,1.1883879125717067,0.4438439767451109,3.1818970285532777,False,1.18657649033544,0.004963277445454484,False,0.2171489154630535,-1.7430303585323592,3.371187231891544,False,1.056392545161463,0.41397329774652153,False,False,False,Clinical AE
Hepatic enzyme increased,2,414,7332,1802387,7334,1.1875591345989125,0.29595076178042623,4.765308559048936,False,1.186657407990264,0.0,False,0.1939787725375674,-2.424591905537021,1.685478707389228,False,0.9346607595122024,0.2230095693141288,False,False,False,Clinical AE
Dry mouth,2,414,7374,1802345,7376,1.1807676534212779,0.2942585776135804,4.738051351545874,False,1.1798985781644447,0.0,False,0.18762103889930956,-2.4278760451222214,1.6951310261389343,False,0.9293446121713874,0.22174113933371076,False,False,False,Clinical AE
Fluid retention,1,415,3709,1806010,3710,1.1733166150717727,0.16483834688333007,8.351648176730798,False,1.172899988593235,0.0,False,0.14920432107907444,-3.20368265681022,0.8526214895574087,False,0.71318418602335,0.07135691667265998,False,False,False,Clinical AE
Dysgeusia,1,415,3792,1805927,3793,1.1475821005541151,0.16122385593518038,8.168423152226735,False,1.1472273358893217,0.0,False,0.1290013928512704,-3.211604560035559,0.8716963099437335,False,0.6976118574204732,0.06979884320960315,False,False,False,Clinical AE
Hypoaesthesia,3,413,11490,1798229,11493,1.1368316906795466,0.3650897759620993,3.5399136815802845,False,1.1358449236794537,0.0,False,0.1559986665644555,-2.0417036425529775,2.641288080723261,False,0.9714332016812566,0.3194293610202465,False,False,False,Clinical AE
Surgery,2,414,8130,1801589,8132,1.0705201109982114,0.2667884877241417,4.295587556373857,False,1.0701810720030278,0.0,False,0.07772738394299503,-2.486189553731164,1.8688727636336517,False,0.8430346493846333,0.20114762726775223,False,False,False,Clinical AE
Dysphagia,2,414,8206,1801513,8208,1.0605607302774804,0.2643068878807492,4.255617670903032,False,1.0602695729203773,0.0,False,0.06712917212689373,-2.4919654236807522,1.8863388642283587,False,0.8352366093171526,0.1992870189783331,False,False,False,Clinical AE
Multiple organ dysfunction syndrome,1,415,4134,1805585,4135,1.0524449029791152,0.14786118424595837,7.4910821217570165,False,1.0523188335008002,0.0,False,0.048617347412059725,-3.2443666616070406,0.950293762619915,False,0.6400282325298505,0.06403737232514452,False,False,False,Clinical AE
Amnesia,1,415,4162,1805557,4163,1.0453483323008517,0.14686439936605916,7.4405583692238935,False,1.0452393218866671,0.0,False,0.0422303423371064,-3.247053754547716,0.9567286417863861,False,0.6357319669340286,0.06360751385080833,False,False,False,Clinical AE
Skin exfoliation,2,414,8419,1801300,8421,1.0336064101615108,0.2575905840361864,4.147442792306741,False,1.0334448408818881,0.0,False,0.03783456658944148,-2.5080669859546396,1.935289909316156,False,0.8141308841434826,0.19425120396936768,False,False,False,Clinical AE
Hypoacusis,1,415,4216,1805503,4217,1.0319282823895202,0.14497940941177284,7.345015297799342,False,1.0318515317106993,0.0,False,0.029991830210959955,-3.252236722435332,0.9691387658931516,False,0.6276071127537575,0.06279458984873275,False,False,False,Clinical AE
Hypokalaemia,1,415,4237,1805482,4238,1.026801755049464,0.1442593306619504,7.308517510339076,False,1.026737327753672,0.0,False,0.025260306507965687,-3.254252471011128,0.9739649252680048,False,0.624503255307301,0.06248403655617369,False,False,False,Clinical AE
Fatigue,17,399,73260,1736459,73277,1.0098890072574283,0.6215076978532384,1.640970514930332,False,1.009484889172389,0.0,False,0.013225348433142638,-0.9449040622758486,16.84030859576772,False,0.982901135582931,0.6456087712935494,False,False,False,Clinical AE
Platelet count decreased,2,414,8635,1801084,8637,1.0076304445731197,0.2511180060960486,4.043195183870166,False,1.0075937597434412,0.0,False,0.00872264740366163,-2.524264817948244,1.984930405743218,False,0.7937899679408106,0.1893978719816419,False,False,False,Clinical AE
Rash,10,406,43747,1765972,43757,0.9942818316830958,0.5308905677062332,1.8621471560258143,False,0.9944192876522523,0.0,False,-0.0076886086134914594,-1.2401493779674153,10.05610741740257,False,0.9500952185620936,0.5432035127369952,False,False,False,Clinical AE
Septic shock,1,415,4428,1805291,4429,0.9824071353163331,0.13802353487378527,6.992458064510486,False,0.9824494258564381,0.0,False,-0.017076223189165417,-3.2725834780549055,1.0178599938678607,False,0.5976217030422205,0.05979443024885113,False,False,False,Clinical AE
Chills,2,414,9117,1800602,9119,0.9541033658520818,0.2377801941335642,3.8283812327066107,False,0.9543240227470238,0.0,False,-0.05419681042576787,-2.5599321078937227,2.0957022542517545,False,0.7518707878681404,0.1793959774986784,False,False,False,Clinical AE
Herpes zoster,1,415,4609,1805110,4610,0.943732404122892,0.13259106977153948,6.717125460456511,False,0.9438676627668274,0.0,False,-0.056081171571435426,-3.2899355751323984,1.059456891336834,False,0.5741995045141339,0.057450946053024546,False,False,False,Clinical AE
Insurance issue,1,415,4653,1805066,4654,0.9347854344521865,0.13133431585189473,6.653431000085091,False,0.9349422002347534,0.0,False,-0.06540580897001277,-3.294148864970288,1.069568844312717,False,0.5687804927758877,0.05690875235799842,False,False,False,Clinical AE
Feeling hot,1,415,4686,1805033,4687,0.9281854691493245,0.13040723534163992,6.606445285669359,False,0.9283581002331003,0.0,False,-0.07235994772090215,-3.2973072742146727,1.0771528090446292,False,0.5647828860231057,0.05650877588973305,False,False,False,Clinical AE
Seizure,3,413,14174,1795545,14177,0.9201848284090058,0.2955225809770392,2.865229843468034,False,0.9207604185887487,0.0,False,-0.10265514174607566,-2.203158674138078,3.2581172122521247,False,0.7876276975124762,0.25898992509503455,False,False,False,Clinical AE
Dyspnoea,10,406,47316,1762403,47326,0.9174262593350982,0.4898565991864241,1.718198637551226,False,0.9194112050241584,0.01337361438461617,False,-0.1156452190210144,-1.3257477009499419,10.876324694014535,False,0.8784580856678422,0.5022459945111301,False,False,False,Clinical AE
Eye pruritus,1,415,4788,1804931,4789,0.9083607613411038,0.1276224920296008,6.465312341282375,False,0.9085810479724954,0.0,False,-0.09364504485947076,-3.3070601402489928,1.1005941545796307,False,0.5527743655302346,0.055307275613977254,False,False,False,Clinical AE
Anaemia,3,413,14385,1795334,14388,0.9065809572622814,0.29115413003788504,2.822865785773501,False,0.9072546522820246,0.0,False,-0.12115132461731318,-2.2151933685225775,3.3066086231137457,False,0.7760837562819622,0.25519401430617494,False,False,False,Clinical AE
Lung disorder,1,415,4875,1804844,4876,0.8921070126660489,0.12533933684352963,6.349602144787684,False,0.8923663708086786,0.0,False,-0.11155507894469198,-3.315365965509063,1.1205882434183085,False,0.5429281482688191,0.0543221223836717,False,False,False,Clinical AE
Product availability issue,1,415,4917,1804802,4918,0.8844662359015072,0.12426603535448964,6.295207859639157,False,0.8847439612959749,0.0,False,-0.12012236694944295,-3.3193709837682888,1.1302405621680152,False,0.538299274347988,0.05385898512245629,False,False,False,Administrative/case-context
Pancytopenia,1,415,4935,1804784,4936,0.8812314302803921,0.12381164043210152,6.272179505931811,False,0.8815169316499104,0.0,False,-0.12377854459051843,-3.3210864281807755,1.1343772702036037,False,0.5363395453105078,0.05366290643146876,False,False,False,Clinical AE
Hypotension,3,413,15591,1794128,15594,0.8358929369290627,0.26845467236117576,2.602737348031136,False,0.837076401326209,0.001975488184774368,False,-0.22254600830392252,-2.282267853677082,3.5837680614981755,False,0.7160951576642034,0.2354683968454922,False,False,False,Clinical AE
Bone pain,1,415,5228,1804491,5229,0.831708317585568,0.116855019213915,5.9196321235865605,False,0.8321128648990643,0.0,False,-0.18202582130121625,-3.348915840130859,1.201713684338461,False,0.506333809829196,0.05066071315741355,False,False,False,Clinical AE
Skin burning sensation,1,415,5334,1804385,5335,0.8151322952100867,0.11452651412848794,5.801631733495567,False,0.8155766887312164,0.0,False,-0.20253206548701594,-3.3589348691195293,1.2260742983258155,False,0.49628909901842,0.04965569985738219,False,False,False,Clinical AE
Weight increased,4,412,21476,1788243,21480,0.8084178862112052,0.3019439514579076,2.164439710054267,False,0.810260021920713,0.039064252858318924,False,-0.2727456073115208,-2.0748580680046502,4.936471589135617,False,0.7215541940449555,0.28275868717529495,False,False,False,Clinical AE
Dysphonia,1,415,5401,1804318,5402,0.8049905974574098,0.11310185772591512,5.729436059000812,False,0.8054593700596756,0.0,False,-0.21534481343006273,-3.3652527984725453,1.2414720449027283,False,0.4901431020391788,0.04904076839519779,False,False,False,Clinical AE
Completed suicide,1,415,5463,1804256,5464,0.7958273511398698,0.11181464384732487,5.664205966501892,False,0.7963181507765528,0.0,False,-0.22710086337780136,-3.3710885472914502,1.2557207059141997,False,0.4845898320251422,0.048485141625257855,False,False,False,Clinical AE
Rash pruritic,1,415,5611,1804108,5612,0.774772445690801,0.10885692019923154,5.514324137620996,False,0.7753138580809673,0.0,False,-0.2547823902370634,-3.384975622810942,1.2897336386512608,False,0.4718289553758977,0.047208365121270114,False,False,False,Clinical AE
